row_id,id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon
266,1022016,1,Alabama,AL,"Autauga County",Wetumpka,Autaugaville,Track,Track,36092,334,105723667,2997228,32.5201384,-86.1722101
267,1022026,1,Alabama,AL,"Autauga County",Millbrook,Autaugaville,Track,Track,36054,334,23526031,97124,32.4977055,-86.3883595
268,1022036,1,Alabama,AL,"Autauga County","East Brewton",Autaugaville,Track,Track,36426,251,944040122,9556480,31.0992573,-86.9105903
269,1022046,1,Alabama,AL,"Autauga County",Brewton,Autaugaville,Track,Track,36426,251,105290359,1106327,31.190044,-87.0635248
270,1022056,1,Alabama,AL,"Autauga County",Atmore,Autaugaville,Track,Track,36504,251,169008231,407668,31.0717073,-87.4897027
271,1022066,1,Alabama,AL,"Autauga County",Gadsden,Autaugaville,Track,Track,35901,256,13659980,699379,34.0321863,-85.9730613
272,1022076,1,Alabama,AL,"Autauga County",Gadsden,Autaugaville,Track,Track,35901,256,22461766,717,34.0476407,-86.0342629
273,1022086,1,Alabama,AL,"Autauga County",Gadsden,Autaugaville,Track,Track,35904,256,11907025,744917,34.0003469,-86.0427603
274,1022096,1,Alabama,AL,"Autauga County",Gadsden,Autaugaville,Track,Track,35901,256,4308625,1900493,33.9993815,-86.010319
275,1022106,1,Alabama,AL,"Autauga County",Gadsden,Autaugaville,Track,Track,35904,256,32549925,0,34.064083,-86.0661828
276,1022116,1,Alabama,AL,"Autauga County","Rainbow City",Autaugaville,Track,Track,35906,256,7358690,571695,33.9640619,-86.041835
277,1022126,1,Alabama,AL,"Autauga County",Glencoe,Autaugaville,Track,Track,35905,256,57350608,1090995,33.918413,-85.9183325
278,1022136,1,Alabama,AL,"Autauga County",Attalla,Autaugaville,Track,Track,35954,256,95634687,48836,34.1470152,-86.0149509
279,1022146,1,Alabama,AL,"Autauga County",Gadsden,Autaugaville,Track,Track,35903,256,2384912,0,34.0013946,-85.9674865
280,1022156,1,Alabama,AL,"Autauga County",Fayette,Autaugaville,Track,Track,35555,205,154824533,270991,33.7012455,-87.8909439
281,1022166,1,Alabama,AL,"Autauga County",Berry,Autaugaville,Track,Track,35546,205,427697476,551762,33.6476543,-87.6143541
282,1022176,1,Alabama,AL,"Autauga County",Russellville,Autaugaville,Track,Track,35653,256,28670329,255395,34.5125993,-87.7533372
283,1022186,1,Alabama,AL,"Autauga County",Vina,Autaugaville,Track,Track,35593,256,145933248,3961461,34.4392881,-88.0399565
284,1022196,1,Alabama,AL,"Autauga County",Samson,Autaugaville,Track,Track,36477,334,431950139,5093030,31.0847817,-86.0861751
285,1022206,1,Alabama,AL,"Autauga County",Hartford,Autaugaville,Track,Track,36344,334,340277721,2883643,31.0696505,-85.7368633
286,1022216,1,Alabama,AL,"Autauga County",Slocomb,Autaugaville,Track,Track,36375,334,163344878,441458,31.0860719,-85.5280322
287,1022226,1,Alabama,AL,"Autauga County",Boligee,Autaugaville,Track,Track,35443,205,570899935,17720962,32.6861323,-87.9472665
288,1022236,1,Alabama,AL,"Autauga County",Greensboro,Autaugaville,Track,Track,36744,334,228114074,6829355,32.6514361,-87.6504698
289,1022246,1,Alabama,AL,"Autauga County","Fort Gaines",Autaugaville,Track,Track,39851,229,338005193,15802160,31.6127173,-85.1367411
290,1022256,1,Alabama,AL,"Autauga County",Newton,Autaugaville,Track,Track,36352,334,137915812,47148,31.2347868,-85.5932271
291,1022266,1,Alabama,AL,"Autauga County",Dothan,Autaugaville,Track,Track,36303,334,6427118,0,31.2531951,-85.4134185
292,1022276,1,Alabama,AL,"Autauga County",Dothan,Autaugaville,Track,Track,36301,334,4335935,0,31.2200822,-85.4193412
293,1022286,1,Alabama,AL,"Autauga County",Dothan,Autaugaville,Track,Track,36301,334,26146230,172344,31.1821874,-85.3530797
294,1022296,1,Alabama,AL,"Autauga County",Dothan,Autaugaville,Track,Track,36303,334,15035691,23761,31.2388804,-85.3512422
295,1022306,1,Alabama,AL,"Autauga County",Webb,Autaugaville,Track,Track,36376,334,142938740,185385,31.268835,-85.2759901
296,1022316,1,Alabama,AL,"Autauga County",Ashford,Autaugaville,Track,Track,36312,334,179161258,826932,31.1644974,-85.24685
297,1022326,1,Alabama,AL,"Autauga County",Higdon,Autaugaville,Track,Track,35979,256,348636949,13619157,34.8513417,-85.7000137
298,1022336,1,Alabama,AL,"Autauga County",Stevenson,Autaugaville,Track,Track,35772,256,555430767,18659777,34.8863961,-85.9296764
299,1022346,1,Alabama,AL,"Autauga County",Scottsboro,Autaugaville,Track,Track,35768,256,278821855,2385911,34.7615314,-86.0476196
300,1022356,1,Alabama,AL,"Autauga County",Scottsboro,Autaugaville,Track,Track,35768,256,11358571,0,34.6633617,-86.0358725
301,1022366,1,Alabama,AL,"Autauga County",Section,Autaugaville,Track,Track,35771,256,284172822,31310700,34.5699175,-85.9716149
302,1022376,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35212,205,2093103,0,33.5428209,-86.752434
303,1022386,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35212,205,4819145,0,33.5442405,-86.7749128
304,1022396,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35214,205,11428318,3862,33.5423337,-86.8765161
305,1022406,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35204,205,2241302,0,33.5261497,-86.8351469
306,1022416,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35212,334,3341543,0,33.553205,-86.7429805
307,1022426,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35212,334,1884661,0,33.5521302,-86.727676
308,1022436,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35202,205,8338981,0,33.5260747,-86.7830317
309,1022446,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35204,205,2334504,0,33.5132498,-86.8300472
310,1022456,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35218,205,2247405,0,33.5059585,-86.8745531
311,1022466,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35218,205,2048616,0,33.5052228,-86.9014846
312,1022476,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35208,205,2316098,0,33.4847637,-86.8981396
313,1022486,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35211,205,2701339,0,33.4859451,-86.8696926
314,1022496,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35204,205,3056205,0,33.5007439,-86.8270718
315,1022506,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35222,205,2542349,5771,33.5108808,-86.7744712
316,1022516,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35205,205,2422849,0,33.4866689,-86.8173266
317,1022526,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35211,205,4595599,0,33.4806707,-86.8508677
318,1022536,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35213,205,4275124,0,33.5206824,-86.7260226
319,1022546,1,Alabama,AL,"Autauga County",Homewood,Autaugaville,Track,Track,35209,205,2538262,0,33.4775177,-86.8149403
320,1022556,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35215,205,2938067,21921,33.6222102,-86.6790265
321,1022566,1,Alabama,AL,"Autauga County",Hueytown,Autaugaville,Track,Track,35023,205,11117471,0,33.4525316,-87.0036566
322,1022576,1,Alabama,AL,"Autauga County",Bessemer,Autaugaville,Track,Track,35020,205,3637059,0,33.4009536,-86.9632652
323,1022586,1,Alabama,AL,"Autauga County",Bessemer,Autaugaville,Track,Track,35020,205,3959510,0,33.3813794,-86.9602115
324,1022596,1,Alabama,AL,"Autauga County",Fairfield,Autaugaville,Track,Track,35064,205,5945645,0,33.4817033,-86.9143356
325,1022606,1,Alabama,AL,"Autauga County",Homewood,Autaugaville,Track,Track,35209,205,2006630,11987,33.475966,-86.7786575
326,1022616,1,Alabama,AL,"Autauga County","Mountain Brook",Autaugaville,Track,Track,35213,205,5012892,18719,33.4947146,-86.7636042
327,1022626,1,Alabama,AL,"Autauga County","Mountain Brook",Autaugaville,Track,Track,35213,205,8619390,5292,33.5124499,-86.7174833
328,1022636,1,Alabama,AL,"Autauga County",Tarrant,Autaugaville,Track,Track,35217,205,5538290,0,33.5796117,-86.7705036
329,1022646,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35215,205,13811198,15145,33.6373216,-86.6374915
330,1022656,1,Alabama,AL,"Autauga County",Trussville,Autaugaville,Track,Track,35173,205,60630455,1508804,33.6062979,-86.5848428
331,1022666,1,Alabama,AL,"Autauga County",Trussville,Autaugaville,Track,Track,35173,205,40236898,388820,33.7258147,-86.5900686
332,1022676,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35220,205,7511055,70529,33.6691522,-86.6511913
333,1022686,1,Alabama,AL,"Autauga County",Kimberly,Autaugaville,Track,Track,35091,205,51324198,28998,33.7826093,-86.7857118
334,1022696,1,Alabama,AL,"Autauga County","Mount Olive",Autaugaville,Track,Track,35117,205,105701999,497054,33.6819146,-86.9203958
335,1022706,1,Alabama,AL,"Autauga County",Gardendale,Autaugaville,Track,Track,35071,205,40159982,0,33.6758356,-86.7966575
336,1022716,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35215,205,2990953,0,33.6453495,-86.6958458
337,1022726,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35214,205,36753561,0,33.5983142,-86.8788573
338,1022736,1,Alabama,AL,"Autauga County",Graysville,Autaugaville,Track,Track,35073,205,56885352,537614,33.6350049,-86.9946308
339,1022746,1,Alabama,AL,"Autauga County","Pleasant Grove",Autaugaville,Track,Track,35127,205,15730156,0,33.4820282,-86.9862506
340,1022756,1,Alabama,AL,"Autauga County",Adamsville,Autaugaville,Track,Track,35005,205,31049873,865351,33.5764455,-86.9673879
341,1022766,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35206,205,21086022,35558,33.5657458,-86.6703475
342,1022776,1,Alabama,AL,"Autauga County","Vestavia Hills",Autaugaville,Track,Track,35243,205,2833922,376,33.4582894,-86.7384274
343,1022786,1,Alabama,AL,"Autauga County","Vestavia Hills",Autaugaville,Track,Track,35216,205,7245031,4072,33.4205046,-86.7859249
344,1022796,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35243,205,6387321,161177,33.4278537,-86.7318809
345,1022806,1,Alabama,AL,"Autauga County",Homewood,Autaugaville,Track,Track,35209,205,2840373,17081,33.4535392,-86.795517
346,1022816,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35221,205,6029566,0,33.4480924,-86.8892598
347,1022826,1,Alabama,AL,"Autauga County",Fairfield,Autaugaville,Track,Track,35064,205,4936853,0,33.4589571,-86.936987
348,1022836,1,Alabama,AL,"Autauga County",Fairfield,Autaugaville,Track,Track,35064,205,11809407,0,33.4753834,-86.9481309
349,1022846,1,Alabama,AL,"Autauga County",Bessemer,Autaugaville,Track,Track,35023,205,356058496,8645511,33.3897822,-87.181015
350,1022856,1,Alabama,AL,"Autauga County",Mccalla,Autaugaville,Track,Track,35111,205,94428175,1010203,33.2874081,-87.0030024
351,1022866,1,Alabama,AL,"Autauga County",Bessemer,Autaugaville,Track,Track,35020,205,15638999,169916,33.3512428,-86.9599146
352,1022876,1,Alabama,AL,"Autauga County",Hoover,Autaugaville,Track,Track,35226,205,7089816,10008,33.4013174,-86.8279736
353,1022886,1,Alabama,AL,"Autauga County",Hoover,Autaugaville,Track,Track,35226,205,18071006,173459,33.3822004,-86.8552686
354,1022896,1,Alabama,AL,"Autauga County",Vernon,Autaugaville,Track,Track,35592,205,493059889,850894,33.766138,-88.0979273
355,1022906,1,Alabama,AL,"Autauga County",Sheffield,Autaugaville,Track,Track,35660,256,3244664,760149,34.784265,-87.6863587
356,1022916,1,Alabama,AL,"Autauga County",Florence,Autaugaville,Track,Track,35630,256,1960895,1340,34.8103953,-87.6709633
357,1022926,1,Alabama,AL,"Autauga County",Florence,Autaugaville,Track,Track,35630,256,9833989,17892,34.8330772,-87.6519647
358,1022936,1,Alabama,AL,"Autauga County",Florence,Autaugaville,Track,Track,35630,256,20641113,107786,34.8422452,-87.7079565
359,1022946,1,Alabama,AL,"Autauga County",Florence,Autaugaville,Track,Track,35633,256,216694495,712481,34.9480952,-87.7848039
360,1022956,1,Alabama,AL,"Autauga County",Florence,Autaugaville,Track,Track,35634,256,138349445,2374297,34.9295054,-87.63545
361,1022966,1,Alabama,AL,"Autauga County",Killen,Autaugaville,Track,Track,35645,256,74751483,16582673,34.8504713,-87.4793577
362,1022976,1,Alabama,AL,"Autauga County",Rogersville,Autaugaville,Track,Track,35652,256,76318747,23100357,34.8122679,-87.3043693
363,1022986,1,Alabama,AL,"Autauga County","Town Creek",Autaugaville,Track,Track,35672,256,226969791,1721123,34.5666247,-87.418451
364,1022996,1,Alabama,AL,"Autauga County",Trinity,Autaugaville,Track,Track,35673,256,117628141,989972,34.57105,-87.2129882
365,1023006,1,Alabama,AL,"Autauga County","Mt Hope",Autaugaville,Track,Track,35651,256,361366358,1982766,34.4039525,-87.4562458
366,1023016,1,Alabama,AL,"Autauga County",Auburn,Autaugaville,Track,Track,36830,334,8346226,18151,32.5848885,-85.4806812
367,1023026,1,Alabama,AL,"Autauga County",Auburn,Autaugaville,Track,Track,36830,334,5768508,35694,32.5955157,-85.4933037
368,1023036,1,Alabama,AL,"Autauga County",Auburn,Autaugaville,Track,Track,36830,334,4146900,16399,32.6207235,-85.468112
369,1023046,1,Alabama,AL,"Autauga County",Opelika,Autaugaville,Track,Track,36801,334,47984472,237279,32.7027529,-85.3847912
370,1023056,1,Alabama,AL,"Autauga County",Opelika,Autaugaville,Track,Track,36801,334,134283525,589514,32.6314047,-85.3521047
371,1023066,1,Alabama,AL,"Autauga County",Salem,Autaugaville,Track,Track,36874,334,253715367,6829853,32.5985333,-85.1564072
372,1023076,1,Alabama,AL,"Autauga County","Smiths Station",Autaugaville,Track,Track,36877,334,13567898,0,32.5103593,-85.118585
373,1023086,1,Alabama,AL,"Autauga County",Athens,Autaugaville,Track,Track,35613,256,82446982,539373,34.8681621,-86.8659585
374,1023096,1,Alabama,AL,"Autauga County",Elkmont,Autaugaville,Track,Track,35620,256,171352666,937318,34.9326041,-86.9769708
375,1023106,1,Alabama,AL,"Autauga County",Athens,Autaugaville,Track,Track,35611,256,4698718,890,34.8025463,-86.9899793
376,1023116,1,Alabama,AL,"Autauga County",Athens,Autaugaville,Track,Track,35613,256,56703711,404012,34.7766286,-86.8419932
377,1023126,1,Alabama,AL,"Autauga County",Madison,Autaugaville,Track,Track,35758,256,230411965,33529525,34.6474493,-86.8534466
378,1023136,1,Alabama,AL,"Autauga County","Fort Deposit",Autaugaville,Track,Track,36032,334,474381284,2112248,32.0180975,-86.6009099
379,1023146,1,Alabama,AL,"Autauga County","Tuskegee Institute",Autaugaville,Track,Track,36088,334,79140905,1016081,32.4628483,-85.7815478
380,1023156,1,Alabama,AL,"Autauga County",Shorter,Autaugaville,Track,Track,36075,334,272456881,2681619,32.3575498,-85.8947986
381,1023166,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35810,256,3746454,2577,34.7832877,-86.5893471
382,1023176,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35810,256,1995502,0,34.7679304,-86.6346783
383,1023186,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35810,256,3164264,897,34.7552435,-86.6030659
384,1023196,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35811,256,2325387,0,34.7422454,-86.5731181
385,1023206,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35806,256,20318331,268264,34.7227438,-86.6787178
386,1023216,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35801,256,10852825,1515,34.7351055,-86.5436849
387,1023226,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35816,256,3384385,36536,34.7175673,-86.6067012
388,1023236,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35805,256,2624766,25144,34.6875967,-86.6143778
389,1023246,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35502,256,4129644,0,34.6915398,-86.5750836
390,1023256,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35803,256,11668517,520555,34.6050882,-86.5713234
391,1023266,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35803,256,6647466,0,34.6127548,-86.5329573
392,1023276,1,Alabama,AL,"Autauga County","New Market",Autaugaville,Track,Track,35761,256,283364358,1322529,34.917897,-86.3494794
393,1023286,1,Alabama,AL,"Autauga County","New Market",Autaugaville,Track,Track,35761,256,71128728,299798,34.9504742,-86.5026248
394,1023296,1,Alabama,AL,"Autauga County",Madison,Autaugaville,Track,Track,35758,256,14806799,81262,34.762748,-86.7550507
395,1023306,1,Alabama,AL,"Autauga County",Harvest,Autaugaville,Track,Track,35749,256,12842670,56874,34.7912574,-86.7652283
396,1023316,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35811,256,62434261,418101,34.7623828,-86.4951024
397,1023326,1,Alabama,AL,"Autauga County",Madison,Autaugaville,Track,Track,35758,256,11103274,22474,34.7373139,-86.7646588
398,1023336,1,Alabama,AL,"Autauga County",Madison,Autaugaville,Track,Track,35758,334,11334346,60848,34.6854417,-86.7645134
399,1023346,1,Alabama,AL,"Autauga County","Owens Cross Roads",Autaugaville,Track,Track,35763,256,161262786,5308265,34.5605701,-86.4793214
400,1023356,1,Alabama,AL,"Autauga County",Linden,Autaugaville,Track,Track,36748,334,684444831,3497306,32.2755299,-87.8084087
401,1023366,1,Alabama,AL,"Autauga County","Dixons Mills",Autaugaville,Track,Track,36736,334,286336268,54771,32.0620795,-87.7277351
402,1023376,1,Alabama,AL,"Autauga County",Linden,Autaugaville,Track,Track,36748,334,269287258,1993649,34.2081076,-87.721786
403,1023386,1,Alabama,AL,"Autauga County",Hamilton,Autaugaville,Track,Track,35570,205,229517860,71618,34.1982117,-87.949109
404,1023396,1,Alabama,AL,"Autauga County",Guin,Autaugaville,Track,Track,35563,205,149020339,38718,33.9867017,-87.9021266
405,1023406,1,Alabama,AL,"Autauga County",Grant,Autaugaville,Track,Track,35747,256,140557578,15033151,34.5246512,-86.2046333
406,1023416,1,Alabama,AL,"Autauga County","Union Grove",Autaugaville,Track,Track,35175,256,212312408,11263467,34.4178011,-86.463898
407,1023426,1,Alabama,AL,"Autauga County",Arab,Autaugaville,Track,Track,35016,256,75997846,417494,34.3314599,-86.4419583
408,1023436,1,Alabama,AL,"Autauga County",Guntersville,Autaugaville,Track,Track,35976,256,43587610,22086593,34.3505036,-86.2555798
409,1023446,1,Alabama,AL,"Autauga County",Albertville,Autaugaville,Track,Track,35951,256,52906932,173258,34.2684564,-86.1499051
410,1023456,1,Alabama,AL,"Autauga County",Albertville,Autaugaville,Track,Track,35950,256,47224676,137799,34.2558623,-86.2776418
411,1023466,1,Alabama,AL,"Autauga County",Boaz,Autaugaville,Track,Track,35957,256,28926937,122957,34.211084,-86.1353109
412,1023476,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36617,251,2106175,28837,30.711631,-88.0763917
413,1023486,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36617,251,3172855,15917,30.7063416,-88.093464
414,1023496,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36604,251,1453106,0,30.6779766,-88.060697
415,1023506,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36605,251,1737737,0,30.668198,-88.0769678
416,1023516,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36605,251,5320481,984861,30.6020753,-88.0987938
417,1023526,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36605,251,2859688,18331,30.6489528,-88.0983469
418,1023536,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36606,251,2756233,0,30.6798293,-88.0933073
419,1023546,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36606,251,3446291,0,30.6825772,-88.114479
420,1023556,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36693,251,6167571,30455,30.6453523,-88.1427778
421,1023566,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36609,251,1936934,8343,30.6610364,-88.1416111
422,1023576,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36618,251,3399167,8625,30.7140322,-88.1460227
423,1023586,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36608,251,3942337,22096,30.6858694,-88.1588421
424,1023596,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36608,251,3803117,2011,30.673824,-88.2030668
425,1023606,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36693,251,4796168,0,30.6267741,-88.1989549
426,1023616,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36617,251,1667955,0,30.721504,-88.1042551
427,1023626,1,Alabama,AL,"Autauga County",Whistler,Autaugaville,Track,Track,36613,251,5186346,7066,30.7503663,-88.1166709
428,1023636,1,Alabama,AL,"Autauga County",Saraland,Autaugaville,Track,Track,36571,251,4520294,42789,30.8245364,-88.0784836
429,1023646,1,Alabama,AL,"Autauga County","Mount Vernon",Autaugaville,Track,Track,36560,251,288291555,6975925,31.0707011,-88.0654398
430,1023656,1,Alabama,AL,"Autauga County",Wilmer,Autaugaville,Track,Track,36587,251,119553238,413472,30.8819066,-88.2158005
431,1023666,1,Alabama,AL,"Autauga County",Semmes,Autaugaville,Track,Track,36575,251,29578145,83695,30.7536706,-88.2468888
432,1023676,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36695,251,8957994,72201,30.6628949,-88.213545
433,1023686,1,Alabama,AL,"Autauga County","Grand Bay",Autaugaville,Track,Track,36541,251,154049784,768448,30.5565858,-88.3414467
434,1023696,1,Alabama,AL,"Autauga County",Irvington,Autaugaville,Track,Track,36544,251,44929027,78388,30.5154023,-88.2381941
435,1023706,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36619,251,4691292,1574,30.5839887,-88.1877044
436,1023716,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36605,251,47845775,7049110,30.4884587,-88.13197
437,1023726,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36605,251,14483493,2204002,30.6302101,-88.069879
438,1023736,1,Alabama,AL,"Autauga County","Bayou La Batre",Autaugaville,Track,Track,36509,251,0,780526158,30.2698833,-88.2923593
439,1023746,1,Alabama,AL,"Autauga County",Monroeville,Autaugaville,Track,Track,36461,251,267821013,5094852,31.5314913,-87.468258
440,1023756,1,Alabama,AL,"Autauga County",Uriah,Autaugaville,Track,Track,36480,251,427194441,5527227,31.3250054,-87.5991274
441,1023766,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36107,334,5059603,0,32.3972125,-86.2846517
442,1023776,1,Alabama,AL,"Autauga County",Montgmomery,Autaugaville,Track,Track,36109,334,1377521,0,32.3635327,-86.308144
443,1023786,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36108,334,3561874,6703,32.3613688,-86.3289447
444,1023796,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36106,334,2354058,0,32.3612257,-86.2834307
445,1023806,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36109,334,5052075,4085,32.3732999,-86.2551197
446,1023816,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36111,334,5844507,19635,32.3408795,-86.271527
447,1023826,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36105,334,3121070,0,32.3356125,-86.3078025
448,1023836,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36108,334,3709019,57096,32.341301,-86.3351156
449,1023846,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36109,334,7270672,8760,32.3747656,-86.2294064
450,1023856,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36108,334,10571245,10928,32.3515219,-86.360195
451,1023866,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36116,334,9503322,78827,32.3061941,-86.2681672
452,1023876,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36110,334,72008073,5185411,32.4484229,-86.2496859
453,1023886,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36109,334,5672910,169270,32.4098492,-86.2260841
454,1023896,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36117,334,14911832,249584,32.353685,-86.16183
455,1023906,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36117,334,2372259,55032,32.3578287,-86.2043556
456,1023916,1,Alabama,AL,"Autauga County","Pike Road",Autaugaville,Track,Track,36064,334,18852505,115393,32.3507685,-86.0979514
457,1023926,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36116,334,5475910,15714,32.3289802,-86.2081876
458,1023936,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36117,334,8442565,50415,32.3092917,-86.1857537
459,1023946,1,Alabama,AL,"Autauga County","Hope Hull",Autaugaville,Track,Track,36043,334,385289932,6304196,32.198998,-86.3443832
460,1023956,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36108,334,7325894,136874,32.3175536,-86.3782976
461,1023966,1,Alabama,AL,"Autauga County",Decatur,Autaugaville,Track,Track,35601,256,5708780,73903,34.5712507,-86.9706149
462,1023976,1,Alabama,AL,"Autauga County",Decatur,Autaugaville,Track,Track,35601,256,2544143,0,34.5819489,-86.9944642
463,1023986,1,Alabama,AL,"Autauga County",Decatur,Autaugaville,Track,Track,35603,256,7715233,746835,34.5167777,-86.9711349
464,1023996,1,Alabama,AL,"Autauga County",Decatur,Autaugaville,Track,Track,35601,256,8402134,742234,34.5494071,-86.9778507
465,1024006,1,Alabama,AL,"Autauga County",Hartselle,Autaugaville,Track,Track,35640,256,80519151,3723826,34.4937594,-86.9171854
466,1024016,1,Alabama,AL,"Autauga County",Somerville,Autaugaville,Track,Track,35670,256,168808472,3972677,34.4805794,-86.7691975
467,1024026,1,Alabama,AL,"Autauga County",Eva,Autaugaville,Track,Track,35621,256,247422337,923083,34.3558416,-86.7007545
468,1024036,1,Alabama,AL,"Autauga County",Marion,Autaugaville,Track,Track,36756,334,620129645,3924160,32.7209723,-87.3956331
469,1024046,1,Alabama,AL,"Autauga County",Gordo,Autaugaville,Track,Track,35466,205,286698885,289306,33.3973636,-87.8929221
470,1024056,1,Alabama,AL,"Autauga County",Carrollton,Autaugaville,Track,Track,35447,205,390834113,798185,33.2779491,-88.1679491
471,1024066,1,Alabama,AL,"Autauga County",Troy,Autaugaville,Track,Track,36081,334,342666857,517750,31.8646421,-86.103939
472,1024076,1,Alabama,AL,"Autauga County",Troy,Autaugaville,Track,Track,36081,334,64845109,83964,31.7469327,-85.9138355
473,1024086,1,Alabama,AL,"Autauga County",Wedowee,Autaugaville,Track,Track,36278,256,356623311,2075543,33.4264515,-85.5226826
474,1024096,1,Alabama,AL,"Autauga County",Roanoke,Autaugaville,Track,Track,36274,334,180027927,1431375,33.2143355,-85.3592685
475,1024106,1,Alabama,AL,"Autauga County","Phenix City",Autaugaville,Track,Track,36867,334,1523115,2802,32.4742814,-85.0069988
